,UserID,SessionID,DateTime,WebtoonID,PageViews,AvgTimeSpent,BounceRate,DeviceType,Location,UserType,Age,AgeGroup,TestGroup
1360,998,S1500,2024-01-14 00:06:53,W442,8,7.95,0,Desktop,Germany,New,44,35-44,A
1361,873,S7141,2024-06-27 17:47:39,W437,6,6.4,0,Tablet,India,New,42,35-44,B
1362,41,S1987,2024-09-11 06:47:00,W159,2,13.32,1,Tablet,Japan,Returning,31,25-34,B
1363,533,S3593,2024-01-11 03:26:43,W313,7,1.92,0,Mobile,UK,Returning,27,25-34,B
1364,578,S4771,2024-09-22 11:08:00,W199,2,14.54,0,Desktop,UK,New,26,25-34,B
1365,685,S3417,2024-06-23 20:45:23,W238,20,5.05,0,Desktop,USA,New,29,25-34,A
1366,574,S2932,2024-03-19 08:42:30,W291,15,1.94,1,Mobile,South Korea,Returning,36,35-44,B
1367,836,S6377,2024-06-30 03:10:40,W24,19,4.13,0,Mobile,USA,New,30,25-34,A
1368,940,S8624,2024-01-14 20:14:43,W149,12,6.04,0,Desktop,India,New,50,45+,A
1369,939,S5227,2024-10-04 11:53:38,W221,4,5.33,1,Desktop,Germany,New,31,25-34,B
1370,645,S3517,2024-08-13 10:18:19,W35,4,10.52,1,Mobile,USA,Returning,32,25-34,A
1371,664,S3286,2024-03-19 05:56:04,W259,3,6.03,1,Mobile,USA,New,25,25-34,A
1372,684,S6079,2024-10-03 09:54:23,W198,1,1.05,1,Mobile,USA,Returning,32,25-34,A
1373,399,S8811,2024-06-28 11:33:27,W461,18,12.58,1,Mobile,Germany,Returning,42,35-44,A
1374,884,S6680,2024-08-09 12:02:05,W182,2,6.14,1,Tablet,USA,New,50,45+,B
1375,207,S9055,2024-01-25 11:26:49,W154,18,9.26,0,Mobile,UK,Returning,23,18-24,A
1376,440,S7552,2024-05-08 02:24:38,W118,18,11.96,1,Mobile,Japan,Returning,38,35-44,B
1377,895,S9912,2024-02-23 06:07:03,W437,13,8.47,1,Mobile,USA,Returning,17,13-17,A
1378,670,S7732,2024-02-19 19:22:09,W497,1,9.42,1,Desktop,Germany,Returning,28,25-34,B
1379,714,S9611,2024-06-16 04:32:04,W124,4,8.25,0,Mobile,UK,Returning,35,35-44,A
1380,77,S6530,2024-06-21 18:40:12,W233,1,7.12,1,Tablet,Germany,New,16,13-17,B
1381,717,S9734,2024-05-17 17:57:41,W124,5,8.57,1,Mobile,India,Returning,20,18-24,A
1382,255,S3387,2024-08-31 14:47:01,W482,7,12.23,1,Desktop,Japan,Returning,47,45+,A
1383,866,S9364,2024-04-19 14:07:49,W335,10,13.9,1,Desktop,Japan,New,20,18-24,B
1384,815,S1975,2024-01-04 14:16:16,W131,18,13.0,1,Desktop,USA,Returning,43,35-44,B
1385,465,S4742,2024-03-12 15:01:48,W318,10,12.46,1,Desktop,India,Returning,41,35-44,B
1386,740,S5509,2024-01-14 08:25:21,W298,9,1.38,1,Desktop,UK,New,36,35-44,B
1387,892,S1129,2024-10-08 20:42:33,W462,2,4.1,0,Mobile,Japan,New,18,18-24,B
1388,848,S6975,2024-02-20 10:44:47,W322,15,7.19,1,Desktop,South Korea,Returning,18,18-24,A
1389,716,S3849,2024-06-01 08:58:15,W351,13,13.55,1,Tablet,USA,Returning,47,45+,A
1390,171,S6690,2024-01-11 20:24:18,W477,15,7.81,1,Desktop,India,Returning,19,18-24,A
1391,4,S7294,2024-02-04 10:24:48,W385,12,5.74,1,Mobile,Japan,Returning,37,35-44,B
1392,311,S9905,2024-04-09 02:24:12,W336,13,9.44,1,Mobile,India,New,47,45+,A
1393,654,S2613,2024-09-27 20:08:52,W456,13,12.72,0,Desktop,USA,New,21,18-24,B
1394,910,S3104,2024-07-24 10:35:38,W488,17,13.7,0,Mobile,Japan,Returning,48,45+,B
1395,760,S9997,2024-05-22 16:46:16,W10,17,8.39,0,Desktop,USA,Returning,23,18-24,B
1396,404,S4884,2024-03-21 13:38:27,W277,5,2.62,0,Mobile,Japan,Returning,17,13-17,A
1397,649,S4667,2024-05-18 07:56:07,W386,16,3.37,1,Mobile,USA,New,21,18-24,B
1398,49,S8320,2024-04-12 22:17:57,W471,2,9.79,0,Desktop,Japan,New,26,25-34,A
1399,693,S4142,2024-02-29 21:28:37,W454,12,14.08,1,Tablet,UK,Returning,34,25-34,B
1400,480,S4912,2024-02-22 14:59:28,W41,2,5.86,1,Desktop,Japan,Returning,32,25-34,A
1401,664,S1294,2024-06-06 02:05:19,W440,13,4.0,1,Tablet,Japan,Returning,22,18-24,B
1402,4,S1123,2024-02-07 02:46:37,W85,14,3.15,0,Tablet,South Korea,New,49,45+,A
1403,814,S6739,2024-04-17 00:28:05,W155,15,7.23,1,Desktop,India,Returning,49,45+,A
1404,823,S8471,2024-05-04 12:45:33,W308,16,9.83,1,Tablet,USA,New,43,35-44,A
1405,988,S7486,2024-03-21 19:14:35,W198,3,11.79,0,Mobile,Germany,Returning,15,13-17,B
1406,718,S9328,2024-07-30 10:23:43,W66,6,7.13,1,Desktop,South Korea,New,50,45+,A
1407,658,S5366,2024-07-31 03:22:40,W449,13,5.46,0,Desktop,UK,New,36,35-44,A
1408,262,S8376,2024-09-07 21:14:14,W232,7,2.96,1,Mobile,Japan,New,34,25-34,A
1409,353,S6747,2024-07-09 00:19:04,W279,9,10.68,0,Tablet,USA,New,34,25-34,B
1410,207,S4327,2024-08-23 13:45:21,W46,2,13.14,0,Tablet,India,Returning,30,25-34,A
1411,434,S7105,2024-05-10 03:48:11,W283,3,14.55,0,Mobile,India,New,20,18-24,A
1412,650,S5919,2024-03-22 23:14:16,W373,10,11.33,1,Tablet,Germany,New,16,13-17,A
1413,305,S1650,2024-02-11 16:43:34,W422,9,1.53,0,Tablet,Japan,Returning,26,25-34,A
1414,417,S9164,2024-07-18 15:51:47,W429,20,10.46,1,Mobile,Germany,New,19,18-24,B
1415,376,S3507,2024-06-05 12:15:40,W400,17,12.78,0,Desktop,USA,New,36,35-44,A
1416,299,S2775,2024-06-04 23:32:25,W297,2,7.11,0,Desktop,USA,New,33,25-34,A
1417,669,S4028,2024-06-27 04:40:59,W178,7,5.25,1,Tablet,Japan,Returning,13,13-17,A
1418,667,S4303,2024-06-18 09:39:06,W397,18,13.14,0,Mobile,UK,New,21,18-24,A
1419,724,S3619,2024-03-25 06:49:22,W319,12,7.72,1,Mobile,USA,New,41,35-44,A
1420,412,S4586,2024-03-17 22:15:23,W240,2,13.55,0,Desktop,India,Returning,42,35-44,A
1421,556,S5786,2024-04-11 07:25:41,W287,16,8.64,1,Tablet,Japan,Returning,19,18-24,B
1422,123,S9969,2024-03-30 21:35:33,W12,5,4.75,0,Desktop,India,Returning,23,18-24,A
1423,738,S3786,2024-03-10 21:56:34,W356,7,13.78,0,Desktop,South Korea,New,39,35-44,B
1424,241,S1654,2024-02-05 20:33:43,W463,17,3.87,0,Tablet,Japan,New,24,18-24,A
1425,937,S1919,2024-06-10 05:28:13,W364,20,8.59,1,Desktop,Japan,Returning,42,35-44,B
1426,477,S8298,2024-03-09 06:04:22,W357,20,11.19,0,Mobile,Japan,New,25,25-34,A
1427,85,S5170,2024-04-02 23:50:12,W74,1,13.62,0,Desktop,UK,New,47,45+,A
1428,381,S4351,2024-09-27 09:03:37,W335,7,1.29,1,Tablet,Germany,New,38,35-44,A
1429,43,S5305,2024-03-27 22:47:49,W1,7,1.99,1,Tablet,South Korea,Returning,27,25-34,A
1430,741,S8074,2024-06-20 21:38:31,W380,19,8.94,1,Mobile,UK,Returning,23,18-24,B
1431,84,S9189,2024-07-25 21:49:45,W150,9,4.84,0,Mobile,Japan,Returning,48,45+,B
1432,446,S4968,2024-05-24 00:51:47,W70,12,5.13,1,Desktop,Germany,Returning,24,18-24,A
1433,520,S5346,2024-03-03 13:26:56,W273,6,14.6,1,Tablet,India,Returning,19,18-24,B
1434,606,S8751,2024-06-07 01:17:44,W191,2,7.46,1,Desktop,USA,New,45,45+,B
1435,558,S8048,2024-02-23 23:07:02,W41,20,7.22,1,Desktop,India,Returning,19,18-24,B
1436,334,S9456,2024-02-24 11:51:54,W161,12,1.03,0,Mobile,India,Returning,38,35-44,B
1437,672,S7641,2024-09-27 16:34:30,W158,11,2.98,0,Desktop,Germany,Returning,36,35-44,B
1438,131,S6462,2024-01-28 14:57:45,W210,15,14.79,1,Desktop,South Korea,Returning,44,35-44,A
1439,979,S6783,2024-01-19 13:54:14,W89,20,5.47,0,Tablet,South Korea,Returning,46,45+,A
1440,582,S6778,2024-01-14 21:24:56,W110,2,9.36,1,Mobile,South Korea,New,13,13-17,A
1441,569,S5283,2024-04-06 22:54:27,W50,13,12.0,0,Tablet,South Korea,New,18,18-24,B
1442,641,S3002,2024-02-20 03:01:28,W45,19,14.62,1,Tablet,UK,Returning,45,45+,B
1443,857,S3237,2024-09-13 08:29:18,W489,6,14.27,1,Desktop,Germany,New,32,25-34,B
1444,353,S5588,2024-02-04 02:07:14,W79,9,4.74,0,Desktop,India,Returning,45,45+,A
1445,221,S1147,2024-06-08 03:53:17,W86,5,10.34,1,Tablet,Japan,Returning,22,18-24,B
1446,441,S8999,2024-07-09 18:13:36,W490,12,1.81,1,Desktop,South Korea,Returning,18,18-24,B
1447,644,S3386,2024-07-23 17:55:04,W124,2,10.47,1,Mobile,Germany,Returning,23,18-24,A
1448,624,S2065,2024-04-15 05:55:50,W22,2,14.0,1,Mobile,USA,New,40,35-44,B
1449,981,S2686,2024-03-05 11:01:04,W445,1,14.27,1,Desktop,Germany,New,13,13-17,B
1450,431,S6069,2024-01-22 10:29:33,W58,12,3.94,1,Desktop,Germany,New,45,45+,B
1451,174,S8893,2024-09-12 22:18:20,W169,19,5.14,0,Desktop,Japan,New,42,35-44,B
1452,458,S7244,2024-03-18 13:38:00,W126,9,4.41,1,Desktop,South Korea,Returning,17,13-17,A
1453,789,S6573,2024-08-02 21:06:27,W327,14,13.12,1,Desktop,India,New,30,25-34,B
1454,282,S5737,2024-02-19 10:51:38,W316,3,6.41,1,Tablet,UK,New,22,18-24,A
1455,202,S2595,2024-08-23 12:28:29,W311,11,6.53,0,Tablet,Germany,Returning,47,45+,B
1456,125,S5103,2024-08-02 19:42:20,W300,12,1.54,0,Tablet,India,Returning,43,35-44,A
1457,652,S1765,2024-03-29 08:42:19,W459,6,13.73,1,Desktop,UK,New,27,25-34,A
1458,503,S5592,2024-10-05 20:50:53,W84,7,13.4,0,Desktop,UK,Returning,23,18-24,A
1459,641,S4739,2024-06-28 23:01:18,W296,20,3.4,0,Mobile,Japan,New,23,18-24,A
1460,718,S8382,2024-10-08 04:40:31,W296,14,1.19,0,Mobile,USA,New,42,35-44,B
1461,507,S8305,2024-07-14 08:51:02,W353,20,5.13,1,Mobile,UK,Returning,28,25-34,B
1462,273,S9903,2024-07-15 09:26:28,W313,15,14.59,0,Mobile,UK,Returning,44,35-44,A
1463,444,S3368,2024-01-18 21:36:37,W187,11,14.06,0,Tablet,Japan,Returning,34,25-34,B
1464,767,S9972,2024-01-28 00:26:04,W227,15,4.87,1,Mobile,USA,New,20,18-24,A
1465,144,S1023,2024-01-01 09:47:11,W474,4,4.79,0,Desktop,South Korea,New,40,35-44,B
1466,24,S7246,2024-08-19 09:30:59,W46,10,1.88,0,Tablet,USA,Returning,13,13-17,A
1467,666,S1780,2024-01-15 19:51:46,W189,19,14.23,1,Mobile,USA,Returning,15,13-17,A
1468,838,S8253,2024-06-25 01:56:01,W181,3,2.46,0,Tablet,USA,Returning,14,13-17,B
1469,929,S8036,2024-01-17 15:33:34,W371,19,14.57,1,Desktop,India,New,32,25-34,A
1470,608,S1114,2024-07-06 11:59:15,W230,7,13.71,0,Mobile,USA,New,40,35-44,B
1471,263,S3645,2024-03-19 01:08:11,W79,3,11.57,1,Desktop,Japan,New,14,13-17,A
1472,991,S8406,2024-01-17 04:02:35,W331,12,13.78,1,Mobile,India,New,30,25-34,B
1473,862,S5974,2024-01-20 01:35:51,W110,17,3.34,1,Mobile,India,New,42,35-44,A
1474,506,S5852,2024-05-23 14:37:36,W243,3,6.63,0,Desktop,India,New,14,13-17,B
1475,410,S5702,2024-10-04 23:35:16,W190,12,2.9,1,Tablet,UK,New,46,45+,A
1476,795,S1279,2024-09-21 10:13:03,W410,6,5.57,1,Desktop,Japan,Returning,38,35-44,A
1477,731,S1357,2024-08-15 04:39:33,W248,6,3.84,0,Tablet,USA,Returning,21,18-24,B
1478,720,S1578,2024-05-25 17:22:21,W161,2,4.22,1,Desktop,Japan,New,19,18-24,A
1479,382,S6153,2024-05-26 01:37:30,W144,18,9.29,0,Mobile,Germany,Returning,19,18-24,B
1480,299,S2216,2024-08-20 09:38:03,W160,14,3.24,1,Mobile,South Korea,New,31,25-34,B
1481,462,S7861,2024-03-31 13:34:06,W271,2,1.39,1,Desktop,USA,Returning,46,45+,A
1482,336,S1096,2024-05-12 05:29:54,W20,4,4.73,0,Mobile,South Korea,New,28,25-34,A
1483,615,S2263,2024-03-06 17:08:33,W369,3,7.57,0,Desktop,India,Returning,25,25-34,B
1484,516,S8039,2024-05-16 11:15:01,W98,11,11.64,0,Mobile,UK,Returning,32,25-34,A
1485,239,S7824,2024-01-12 03:54:51,W55,12,14.04,1,Mobile,South Korea,Returning,44,35-44,A
1486,562,S6227,2024-05-31 09:26:38,W99,16,14.03,1,Tablet,UK,Returning,20,18-24,B
1487,55,S7158,2024-05-30 07:30:34,W83,10,12.06,0,Mobile,UK,Returning,13,13-17,B
1488,185,S1081,2024-03-25 03:15:19,W227,1,14.86,1,Tablet,Japan,Returning,43,35-44,A
1489,471,S5016,2024-03-06 02:11:56,W260,13,14.13,0,Desktop,Germany,New,19,18-24,B
1490,844,S8319,2024-09-05 10:42:57,W267,6,6.14,0,Mobile,India,New,29,25-34,B
1491,311,S3491,2024-01-23 21:09:13,W33,4,2.78,1,Mobile,South Korea,New,33,25-34,A
1492,241,S8572,2024-04-06 13:03:29,W229,6,12.07,0,Desktop,India,Returning,15,13-17,B
1493,705,S3747,2024-03-22 11:50:04,W383,12,13.7,0,Desktop,USA,Returning,50,45+,B
1494,401,S7465,2024-05-30 23:58:02,W202,12,9.21,0,Tablet,Germany,New,17,13-17,A
1495,251,S6321,2024-09-01 06:22:49,W348,5,13.94,0,Tablet,USA,New,25,25-34,A
1496,382,S2384,2024-07-19 14:18:49,W316,8,12.13,1,Tablet,South Korea,New,39,35-44,B
1497,36,S3982,2024-07-07 02:22:23,W34,18,14.47,0,Tablet,South Korea,New,47,45+,A
1498,10,S1891,2024-07-20 13:26:27,W312,8,10.42,0,Mobile,Germany,Returning,15,13-17,A
1499,497,S4882,2024-02-21 23:21:21,W24,1,7.35,1,Desktop,USA,New,39,35-44,A
1500,478,S7227,2024-08-19 04:14:14,W499,1,5.52,1,Mobile,India,Returning,33,25-34,A
1501,166,S7178,2024-04-10 12:42:42,W364,10,10.74,0,Mobile,UK,New,48,45+,A
1502,185,S7112,2024-07-26 19:51:57,W39,1,6.26,0,Tablet,USA,New,33,25-34,A
1503,426,S6079,2024-01-09 00:25:56,W221,9,9.84,0,Tablet,USA,Returning,47,45+,A
1504,534,S4249,2024-02-13 01:09:12,W453,15,3.94,0,Tablet,South Korea,Returning,42,35-44,B
1505,41,S3764,2024-08-05 06:44:24,W492,17,11.97,1,Mobile,Germany,New,36,35-44,B
1506,11,S9376,2024-06-09 19:02:53,W61,13,11.04,1,Desktop,South Korea,New,41,35-44,B
1507,788,S6111,2024-01-23 18:32:29,W58,14,8.21,0,Tablet,Japan,Returning,20,18-24,B
1508,877,S1320,2024-03-03 23:17:35,W153,10,13.54,0,Desktop,Japan,New,25,25-34,A
1509,513,S2578,2024-03-01 16:43:41,W184,19,9.94,0,Tablet,South Korea,Returning,47,45+,A
1510,442,S8888,2024-09-25 06:31:45,W377,3,13.73,1,Tablet,UK,Returning,39,35-44,B
1511,288,S1170,2024-02-20 10:51:53,W11,12,12.41,1,Desktop,Japan,New,18,18-24,B
1512,482,S3214,2024-05-16 18:17:11,W220,7,12.98,0,Desktop,India,New,41,35-44,A
1513,412,S6501,2024-07-20 00:49:21,W48,6,1.83,0,Tablet,India,Returning,38,35-44,B
1514,924,S5388,2024-04-25 15:49:20,W156,17,10.83,0,Mobile,Japan,New,48,45+,A
1515,715,S6926,2024-07-12 13:09:21,W367,1,6.67,1,Tablet,India,Returning,38,35-44,B
1516,111,S6714,2024-02-25 18:39:22,W470,19,3.46,1,Desktop,India,Returning,28,25-34,A
1517,367,S7530,2024-02-05 08:09:01,W48,17,7.25,1,Tablet,India,New,44,35-44,B
1518,24,S4344,2024-06-01 07:30:13,W165,12,14.75,1,Mobile,USA,Returning,18,18-24,A
1519,54,S8505,2024-06-10 22:09:27,W95,1,5.62,1,Desktop,USA,Returning,37,35-44,A
1520,205,S1684,2024-05-23 16:58:58,W77,8,7.39,0,Desktop,Germany,Returning,16,13-17,B
1521,747,S1629,2024-08-01 18:13:17,W495,3,2.15,0,Tablet,Japan,New,31,25-34,A
1522,218,S8005,2024-01-24 16:04:07,W61,5,4.25,0,Tablet,USA,Returning,24,18-24,B
1523,770,S4022,2024-05-28 15:26:36,W317,13,5.68,1,Mobile,UK,New,15,13-17,B
1524,573,S1631,2024-01-24 10:48:55,W426,19,12.25,1,Mobile,India,New,29,25-34,B
1525,681,S1796,2024-05-28 10:52:34,W316,1,3.82,0,Tablet,USA,New,46,45+,B
1526,102,S6580,2024-07-26 13:25:10,W473,1,14.39,0,Desktop,Germany,New,40,35-44,B
1527,214,S8720,2024-09-14 07:43:50,W202,9,6.27,1,Tablet,Germany,New,19,18-24,B
1528,226,S2511,2024-05-01 12:57:00,W143,12,13.19,0,Mobile,Japan,Returning,16,13-17,B
1529,874,S5486,2024-03-23 09:33:11,W426,11,11.32,1,Tablet,USA,Returning,26,25-34,A
1530,293,S6157,2024-02-28 12:52:18,W436,5,5.38,1,Desktop,Germany,New,29,25-34,B
1531,691,S7154,2024-07-24 03:51:13,W354,8,1.65,1,Tablet,Germany,Returning,16,13-17,A
1532,24,S3730,2024-09-25 18:06:16,W206,17,10.87,1,Mobile,India,New,26,25-34,B
1533,43,S3038,2024-08-08 03:23:46,W258,9,14.53,1,Mobile,South Korea,New,15,13-17,A
1534,844,S8588,2024-09-03 18:09:20,W288,9,7.49,1,Desktop,USA,Returning,30,25-34,B
1535,788,S2106,2024-03-17 05:23:57,W182,7,8.08,0,Tablet,India,Returning,49,45+,A
1536,913,S3362,2024-09-16 20:29:39,W53,5,11.52,1,Tablet,UK,New,27,25-34,A
1537,495,S9058,2024-06-11 03:01:41,W492,6,14.53,0,Tablet,UK,Returning,36,35-44,A
1538,182,S3231,2024-05-29 10:04:47,W290,1,6.95,1,Tablet,Japan,New,27,25-34,B
1539,402,S1260,2024-09-08 14:14:36,W321,20,11.68,0,Desktop,India,New,36,35-44,A
1540,254,S9146,2024-06-26 12:07:20,W344,16,2.12,1,Desktop,India,New,17,13-17,B
1541,276,S7678,2024-07-20 20:05:51,W131,1,4.47,0,Tablet,UK,New,35,35-44,A
1542,673,S6339,2024-03-20 20:37:57,W463,3,10.19,1,Tablet,UK,New,21,18-24,B
1543,991,S3390,2024-04-03 15:39:32,W322,19,5.63,0,Mobile,India,New,33,25-34,B
1544,100,S4572,2024-03-25 10:48:04,W81,18,10.07,0,Tablet,South Korea,New,32,25-34,B
1545,700,S6224,2024-09-07 15:04:04,W180,7,3.52,0,Tablet,USA,New,28,25-34,B
1546,551,S5254,2024-02-29 12:45:59,W318,10,4.93,0,Desktop,South Korea,New,14,13-17,A
1547,492,S6690,2024-03-24 06:35:39,W484,20,11.26,1,Tablet,Japan,Returning,40,35-44,B
1548,751,S8857,2024-01-28 11:18:45,W189,19,2.9,0,Desktop,Germany,New,50,45+,A
1549,447,S7874,2024-09-28 04:09:54,W39,15,8.76,0,Mobile,USA,New,45,45+,B
1550,507,S2472,2024-04-15 10:54:11,W308,8,1.29,0,Tablet,India,New,47,45+,B
1551,111,S3858,2024-03-15 14:40:17,W77,14,3.84,0,Desktop,USA,Returning,35,35-44,A
1552,867,S1920,2024-09-22 05:24:36,W34,15,6.3,0,Tablet,Japan,Returning,39,35-44,A
1553,436,S7813,2024-03-24 02:57:32,W371,1,11.26,1,Desktop,UK,Returning,25,25-34,A
1554,909,S8962,2024-04-24 21:49:08,W185,1,13.9,1,Desktop,UK,New,20,18-24,B
1555,181,S2387,2024-01-14 06:39:55,W160,12,3.49,1,Mobile,USA,Returning,35,35-44,A
1556,529,S2325,2024-05-16 12:31:43,W220,6,3.57,0,Desktop,USA,New,42,35-44,B
1557,677,S7657,2024-05-19 08:09:53,W74,8,9.27,0,Mobile,UK,New,24,18-24,A
1558,794,S4671,2024-06-22 10:21:27,W280,3,9.64,0,Mobile,Germany,Returning,33,25-34,B
1559,817,S4420,2024-03-10 03:23:42,W149,6,11.1,1,Desktop,UK,New,43,35-44,A
1560,646,S5684,2024-06-08 06:05:09,W386,20,12.32,1,Tablet,South Korea,New,37,35-44,A
1561,126,S3920,2024-10-01 16:10:10,W153,3,6.17,1,Tablet,UK,Returning,38,35-44,B
1562,184,S2929,2024-08-07 22:19:41,W170,11,4.92,1,Mobile,India,New,26,25-34,B
1563,584,S5412,2024-02-28 23:40:26,W302,1,2.5,1,Tablet,Japan,New,13,13-17,B
1564,10,S4127,2024-03-21 03:12:33,W368,17,12.74,0,Tablet,Japan,New,13,13-17,B
1565,246,S2946,2024-08-17 02:43:12,W406,8,5.33,1,Mobile,Japan,Returning,36,35-44,B
1566,409,S9492,2024-05-10 13:31:50,W392,10,3.55,1,Mobile,UK,New,42,35-44,A
1567,669,S4640,2024-06-01 14:36:53,W239,3,11.06,0,Mobile,Germany,Returning,18,18-24,B
1568,316,S8107,2024-06-01 04:25:25,W150,9,12.12,1,Tablet,India,Returning,17,13-17,B
1569,470,S7449,2024-06-23 04:26:35,W146,15,3.75,1,Tablet,UK,Returning,22,18-24,A
1570,209,S3935,2024-06-02 18:14:58,W89,5,3.27,0,Mobile,Japan,New,38,35-44,B
1571,464,S7030,2024-07-15 16:36:07,W270,11,9.0,1,Mobile,India,New,47,45+,A
1572,642,S4433,2024-01-06 10:05:02,W205,13,7.81,0,Desktop,Japan,New,18,18-24,B
1573,512,S1295,2024-08-09 10:53:59,W342,12,6.17,0,Tablet,Germany,Returning,20,18-24,B
1574,605,S3956,2024-02-29 21:11:37,W456,17,8.0,1,Tablet,India,Returning,46,45+,B
1575,463,S8173,2024-05-28 11:49:24,W24,8,8.79,1,Desktop,Germany,New,45,45+,A
1576,803,S4594,2024-06-11 07:37:38,W493,14,14.16,1,Desktop,Germany,New,15,13-17,A
1577,82,S8098,2024-05-11 14:30:01,W407,8,13.82,1,Tablet,Germany,Returning,50,45+,A
1578,795,S2468,2024-06-06 11:43:07,W181,19,12.36,0,Mobile,UK,Returning,35,35-44,A
1579,157,S6649,2024-07-28 03:26:02,W150,5,8.02,0,Desktop,South Korea,Returning,23,18-24,B
1580,238,S6320,2024-03-26 14:26:05,W203,14,12.56,1,Mobile,USA,Returning,41,35-44,B
1581,496,S4906,2024-08-28 09:20:26,W150,18,7.49,0,Tablet,India,New,46,45+,B
1582,4,S4314,2024-01-15 13:35:30,W247,1,7.45,1,Tablet,Germany,New,48,45+,A
1583,50,S7719,2024-09-17 04:40:13,W335,9,1.01,0,Desktop,Japan,New,46,45+,B
1584,391,S5711,2024-09-21 19:02:55,W265,15,4.74,0,Desktop,Japan,New,31,25-34,A
1585,931,S4864,2024-01-29 17:42:55,W147,6,10.28,1,Desktop,Japan,New,36,35-44,B
1586,933,S5812,2024-03-14 17:05:34,W83,13,6.65,0,Mobile,USA,New,25,25-34,A
1587,864,S4612,2024-09-01 03:21:41,W196,8,5.27,0,Tablet,Germany,Returning,27,25-34,A
1588,278,S4367,2024-09-20 15:55:09,W75,18,12.15,0,Tablet,India,New,48,45+,A
1589,364,S7958,2024-05-09 04:38:57,W70,5,5.23,0,Tablet,South Korea,New,39,35-44,B
1590,799,S2998,2024-04-15 06:29:07,W28,14,7.83,1,Mobile,Germany,New,19,18-24,B
1591,947,S3087,2024-08-01 18:58:47,W105,18,7.15,0,Desktop,UK,Returning,17,13-17,A
1592,447,S1795,2024-03-17 10:13:08,W455,4,1.15,0,Desktop,UK,New,17,13-17,A
1593,551,S3675,2024-02-15 07:48:44,W19,19,8.75,1,Tablet,Germany,New,22,18-24,B
1594,997,S7304,2024-02-09 20:30:40,W249,18,11.0,1,Desktop,South Korea,Returning,17,13-17,A
1595,287,S8038,2024-09-08 02:37:24,W381,6,6.04,0,Tablet,UK,Returning,44,35-44,B
1596,32,S5536,2024-02-16 07:49:38,W173,7,10.32,1,Desktop,South Korea,Returning,41,35-44,A
1597,758,S9256,2024-08-15 21:12:58,W367,3,10.9,1,Desktop,South Korea,New,22,18-24,B
1598,81,S9107,2024-03-15 11:23:22,W392,17,12.54,0,Tablet,Japan,New,48,45+,B
1599,833,S9629,2024-03-22 20:36:37,W115,15,7.98,0,Desktop,India,Returning,48,45+,A
1600,848,S6516,2024-02-07 13:07:52,W127,9,7.04,1,Mobile,India,New,26,25-34,A
1601,454,S2990,2024-06-13 23:40:48,W203,16,11.91,0,Desktop,India,Returning,33,25-34,B
1602,47,S7052,2024-06-17 23:22:08,W322,4,13.68,1,Mobile,USA,New,38,35-44,B
1603,617,S5924,2024-07-11 18:23:16,W53,7,5.35,1,Tablet,Germany,New,39,35-44,B
1604,930,S9912,2024-03-02 12:53:15,W487,7,2.44,1,Tablet,UK,Returning,18,18-24,B
1605,463,S4726,2024-02-15 01:14:00,W282,8,14.56,1,Tablet,India,Returning,33,25-34,A
1606,848,S6185,2024-01-28 02:21:04,W493,2,13.54,1,Mobile,Germany,New,38,35-44,A
1607,385,S8205,2024-10-08 20:30:25,W397,9,14.8,1,Tablet,UK,New,27,25-34,B
1608,553,S3069,2024-04-28 12:17:53,W129,16,6.03,0,Tablet,UK,Returning,24,18-24,B
1609,601,S9379,2024-07-13 15:29:30,W406,7,6.44,0,Tablet,USA,Returning,23,18-24,B
1610,987,S2527,2024-08-03 19:12:59,W7,18,1.13,0,Mobile,Japan,Returning,21,18-24,A
1611,42,S7214,2024-02-03 00:17:13,W427,17,9.55,0,Mobile,Japan,New,47,45+,A
1612,356,S8071,2024-09-21 05:52:01,W477,11,8.63,0,Mobile,Japan,Returning,50,45+,B
1613,296,S5719,2024-07-03 17:01:41,W142,16,6.82,0,Mobile,USA,Returning,29,25-34,A
1614,962,S9097,2024-09-10 15:49:18,W102,7,3.92,1,Tablet,India,New,35,35-44,A
1615,59,S6454,2024-06-20 02:46:35,W408,2,8.74,1,Desktop,USA,New,20,18-24,A
1616,475,S1321,2024-08-14 19:42:32,W371,5,14.54,1,Mobile,UK,Returning,30,25-34,B
1617,593,S9356,2024-09-13 09:41:48,W398,13,3.0,1,Tablet,India,New,29,25-34,A
1618,621,S8900,2024-08-01 00:13:26,W224,12,6.48,1,Desktop,USA,Returning,41,35-44,B
1619,830,S1661,2024-03-30 06:39:12,W434,1,2.2,1,Mobile,India,Returning,32,25-34,B
1620,380,S7210,2024-06-12 02:10:28,W99,4,14.43,0,Tablet,South Korea,Returning,43,35-44,B
1621,786,S3648,2024-04-09 16:17:50,W176,3,8.5,0,Desktop,USA,Returning,32,25-34,A
1622,405,S4357,2024-02-04 18:43:28,W114,5,3.55,0,Desktop,USA,Returning,43,35-44,B
1623,213,S9997,2024-05-16 00:31:03,W302,12,1.21,0,Desktop,USA,Returning,35,35-44,B
1624,852,S2774,2024-04-09 03:54:50,W57,3,3.77,0,Desktop,South Korea,New,15,13-17,B
1625,338,S2924,2024-06-15 12:59:48,W401,8,12.69,0,Desktop,India,New,49,45+,A
